BLS_YEAR;NUM_PART;SIGLA_PARTIDO;NOME_PARTIDO;CRITERIA;ANO_ELEICAO;SIGLA_BLS;IDEOLOGY;IDEO.SE;IDEO.RAW;imputed
2005;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2004;PSDB;0.1683350557057427;0.03702980569201176;0.38461748346776864;0
2005;56;PRONA;PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2004;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2004;PCDOB;-0.6928309803776889;0.04157114235734514;-0.9840159212347114;0
2005;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;"AVERAGE PTB + PL/PR (14;22)";2004;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;11;PP;PARTIDO PROGRESSISTA;MP;2006;PP;0.6908803445167995;0.0433653887874696;1.1490367351478716;0
2005;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MP;2006;PDT;-0.31235058789091724;0.03858167250086757;-0.3991393329660623;0
2005;13;PT;PARTIDO DOS TRABALHADORES;MP;2006;PT;-0.4714807256898452;0.03927979110719337;-0.5928695017355247;0
2005;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MP;2006;PTB;0.40219969288268825;0.03903155306370766;0.7200037859997914;0
2005;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;MP;2006;MDB;0.14731615687538585;0.03674902881110708;0.34184571686663834;0
2005;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;HL;2006;NA;-0.6928309803776889;0.04157114235734514;-0.9840159212347114;1
2005;17;PSL;PARTIDO SOCIAL LIBERAL;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;19;PTN;PARTIDO TRABALHISTA NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;20;PSC;PARTIDO SOCIAL CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;21;PCB;PARTIDO COMUNISTA BRASILEIRO;HL;2006;NA;-0.6928309803776889;0.04157114235734514;-0.9840159212347114;1
2005;22;PL;PARTIDO LIBERAL;MP;2006;PL;0.44199265377114616;0.04024768050716464;0.7853260087096535;0
2005;23;PPS;PARTIDO POPULAR SOCIALISTA;MP;2006;CID;-0.368853269719584;0.0378443973255549;-0.48270109319343873;0
2005;25;PFL;PARTIDO DA FRENTE LIBERAL;MP;2006;DEM;0.6765360187840834;0.04340368634333338;1.143208782972141;0
2005;26;PAN;PARTIDO DOS APOSENTADOS DA NAÇÃO;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;29;PCO;PARTIDO DA CAUSA OPERÁRIA;HL;2006;NA;-0.6928309803776889;0.04157114235734514;-0.9840159212347114;1
2005;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;"AVERAGE PDT + PSB (12;40)";2006;NA;-0.39929765389443983;0.03881144535623829;-0.5251135565261009;1
2005;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;36;PTC;PARTIDO TRABALHISTA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MP;2006;PSB;-0.4862447198979625;0.03904121821160901;-0.6510877800861395;0
2005;43;PV;PARTIDO VERDE;"AVERAGE PDT + PSB (12;40)";2006;NA;-0.39929765389443983;0.03881144535623829;-0.5251135565261009;1
2005;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2006;PSDB;0.1683350557057427;0.03702980569201176;0.38461748346776864;0
2005;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;HL;2006;NA;-0.6928309803776889;0.04157114235734514;-0.9840159212347114;1
2005;56;PRONA;PARTIDO DE REEDIFICAÇÃO DA ORDEM NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2005;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2006;PCDOB;-0.6928309803776889;0.04157114235734514;-0.9840159212347114;0
2005;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;"AVERAGE PTB + PL/PR (14;22)";2006;NA;0.4220961733269172;0.03963961678543615;0.7526648973547225;1
2009;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2008;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;11;PP;PARTIDO PROGRESSISTA;MP;2008;PP;0.547227194382042;0.03923855976102827;1.0952016745854465;0
2009;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MP;2008;PDT;-0.340216224688852;0.03435201071222728;-0.3905446655060829;0
2009;13;PT;PARTIDO DOS TRABALHADORES;MP;2008;PT;-0.49751039770919264;0.03685039056229847;-0.5944889242160294;0
2009;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MP;2008;PTB;0.2985523812656155;0.03544773105129192;0.6208385377407466;0
2009;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;MP;2008;MDB;0.08244919256434692;0.03416725227890073;0.3450894943106706;0
2009;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;HL;2008;NA;-0.9155604366099231;0.04211868918186907;-1.400787700961822;1
2009;17;PSL;PARTIDO SOCIAL LIBERAL;"AVERAGE PTB + PL/PR (14;22)";2008;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;19;PTN;PARTIDO TRABALHISTA NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2008;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;20;PSC;PARTIDO SOCIAL CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2008;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;21;PCB;PARTIDO COMUNISTA BRASILEIRO;HL;2008;NA;-0.9155604366099231;0.04211868918186907;-1.400787700961822;1
2009;22;PR;PARTIDO DA REPÚBLICA;MP;2008;PL;0.3485196978574341;0.03634525834220671;0.7452521324549678;0
2009;23;PPS;PARTIDO POPULAR SOCIALISTA;MP;2008;CID;-0.16022996526531183;0.03449122151873362;-0.08743933224292497;0
2009;25;DEM;DEMOCRATAS;MP;2008;DEM;0.6500976799126745;0.04092630984758116;1.1838044414662188;0
2009;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2008;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2008;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;29;PCO;PARTIDO DA CAUSA OPERÁRIA;HL;2008;NA;-0.9155604366099231;0.04211868918186907;-1.400787700961822;1
2009;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;"AVERAGE PDT + PSB (12;40)";2008;NA;-0.39639178065381453;0.03459791390825921;-0.4651666114125002;1
2009;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2008;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;36;PTC;PARTIDO TRABALHISTA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2008;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MP;2008;PSB;-0.4525673366187771;0.03484381710429114;-0.5397885573189175;0
2009;43;PV;PARTIDO VERDE;MP;2008;PV;-0.23387320809903908;0.0345411337813285;-0.19423906448855188;0
2009;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;"AVERAGE PTB + PL/PR (14;22)";2008;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2008;PSDB;0.11127697887318608;0.03494513804966573;0.33849991035171795;0
2009;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;MP;2008;PSOL;-0.9155604366099231;0.04211868918186907;-1.400787700961822;0
2009;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2008;PCDOB;-0.6937793316764277;0.03842116528740351;-0.9741343263723669;0
2009;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;"AVERAGE PTB + PL/PR (14;22)";2008;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2010;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;11;PP;PARTIDO PROGRESSISTA;MP;2010;PP;0.547227194382042;0.03923855976102827;1.0952016745854465;0
2009;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MP;2010;PDT;-0.340216224688852;0.03435201071222728;-0.3905446655060829;0
2009;13;PT;PARTIDO DOS TRABALHADORES;MP;2010;PT;-0.49751039770919264;0.03685039056229847;-0.5944889242160294;0
2009;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MP;2010;PTB;0.2985523812656155;0.03544773105129192;0.6208385377407466;0
2009;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;MP;2010;MDB;0.08244919256434692;0.03416725227890073;0.3450894943106706;0
2009;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;HL;2010;NA;-0.9155604366099231;0.04211868918186907;-1.400787700961822;1
2009;17;PSL;PARTIDO SOCIAL LIBERAL;"AVERAGE PTB + PL/PR (14;22)";2010;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;19;PTN;PARTIDO TRABALHISTA NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2010;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;20;PSC;PARTIDO SOCIAL CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2010;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;21;PCB;PARTIDO COMUNISTA BRASILEIRO;HL;2010;NA;-0.9155604366099231;0.04211868918186907;-1.400787700961822;1
2009;22;PR;PARTIDO DA REPÚBLICA;MP;2010;PL;0.3485196978574341;0.03634525834220671;0.7452521324549678;0
2009;23;PPS;PARTIDO POPULAR SOCIALISTA;MP;2010;CID;-0.16022996526531183;0.03449122151873362;-0.08743933224292497;0
2009;25;DEM;DEMOCRATAS;MP;2010;DEM;0.6500976799126745;0.04092630984758116;1.1838044414662188;0
2009;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2010;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2010;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;29;PCO;PARTIDO DA CAUSA OPERÁRIA;HL;2010;NA;-0.9155604366099231;0.04211868918186907;-1.400787700961822;1
2009;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;"AVERAGE PDT + PSB (12;40)";2010;NA;-0.39639178065381453;0.03459791390825921;-0.4651666114125002;1
2009;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2010;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;36;PTC;PARTIDO TRABALHISTA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2010;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MP;2010;PSB;-0.4525673366187771;0.03484381710429114;-0.5397885573189175;0
2009;43;PV;PARTIDO VERDE;MP;2010;PV;-0.23387320809903908;0.0345411337813285;-0.19423906448855188;0
2009;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;"AVERAGE PTB + PL/PR (14;22)";2010;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2009;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2010;PSDB;0.11127697887318608;0.03494513804966573;0.33849991035171795;0
2009;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;MP;2010;PSOL;-0.9155604366099231;0.04211868918186907;-1.400787700961822;0
2009;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2010;PCDOB;-0.6937793316764277;0.03842116528740351;-0.9741343263723669;0
2009;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;"AVERAGE PTB + PL/PR (14;22)";2010;NA;0.32353603956152477;0.03589649469674931;0.6830453350978571;1
2013;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;11;PP;PARTIDO PROGRESSISTA;MP;2012;PP;0.6316014722047695;0.03984720815683245;1.0207943503457713;0
2013;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MP;2012;PDT;-0.31023328097237507;0.03501287860287697;-0.3491179929291438;0
2013;13;PT;PARTIDO DOS TRABALHADORES;MP;2012;PT;-0.5017347419026761;0.03598590461086906;-0.5386807662368885;0
2013;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MP;2012;PTB;0.34476502569933437;0.03632636109750171;0.612774594760655;0
2013;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;MP;2012;MDB;0.20086619648309503;0.03603903969348042;0.4517357268138002;0
2013;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;HL;2012;NA;-0.9363963220098848;0.04155967071834136;-1.344338890611676;1
2013;17;PSL;PARTIDO SOCIAL LIBERAL;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;19;PTN;PARTIDO TRABALHISTA NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;20;PSC;PARTIDO SOCIAL CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;21;PCB;PARTIDO COMUNISTA BRASILEIRO;HL;2012;NA;-0.9363963220098848;0.04155967071834136;-1.344338890611676;1
2013;22;PR;PARTIDO DA REPÚBLICA;MP;2012;PL;0.4280669857177587;0.0373660471163474;0.7630763429574546;0
2013;23;PPS;PARTIDO POPULAR SOCIALISTA;MP;2012;CID;-0.1958234095955667;0.0356485505513703;-0.17776928809164305;0
2013;25;DEM;DEMOCRATAS;MP;2012;DEM;0.8120336325464891;0.04237972664757179;1.281956006365571;0
2013;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;29;PCO;PARTIDO DA CAUSA OPERÁRIA;HL;2012;NA;-0.9363963220098848;0.04155967071834136;-1.344338890611676;1
2013;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;"AVERAGE PDT + PSB (12;40)";2012;NA;-0.3559373037389671;0.035090894833809554;-0.38934276606966456;1
2013;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;36;PTC;PARTIDO TRABALHISTA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MP;2012;PSB;-0.4016413265055591;0.03516891106474214;-0.4295675392101853;0
2013;43;PV;PARTIDO VERDE;MP;2012;PV;-0.20615279672106623;0.03528786998538832;-0.18384321936831208;0
2013;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2012;PSDB;0.2392117722514646;0.03671231391233639;0.4283509758404045;0
2013;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;MP;2012;PSOL;-0.9363963220098848;0.04155967071834136;-1.344338890611676;0
2013;51;PEN;PARTIDO ECOLÓGICO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;54;PPL;PARTIDO PÁTRIA LIVRE;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;MP;2012;PSD;0.3950756230759957;0.03743613792416622;0.6592248397231446;0
2013;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2012;PCDOB;-0.7139005517750573;0.03854006982699137;-0.9357662623202404;0
2013;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;"AVERAGE PTB + PL/PR (14;22)";2012;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;11;PP;PARTIDO PROGRESSISTA;MP;2014;PP;0.6316014722047695;0.03984720815683245;1.0207943503457713;0
2013;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MP;2014;PDT;-0.31023328097237507;0.03501287860287697;-0.3491179929291438;0
2013;13;PT;PARTIDO DOS TRABALHADORES;MP;2014;PT;-0.5017347419026761;0.03598590461086906;-0.5386807662368885;0
2013;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MP;2014;PTB;0.34476502569933437;0.03632636109750171;0.612774594760655;0
2013;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;MP;2014;MDB;0.20086619648309503;0.03603903969348042;0.4517357268138002;0
2013;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;HL;2014;NA;-0.9363963220098848;0.04155967071834136;-1.344338890611676;1
2013;17;PSL;PARTIDO SOCIAL LIBERAL;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;19;PTN;PARTIDO TRABALHISTA NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;20;PSC;PARTIDO SOCIAL CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;21;PCB;PARTIDO COMUNISTA BRASILEIRO;HL;2014;NA;-0.9363963220098848;0.04155967071834136;-1.344338890611676;1
2013;22;PR;PARTIDO DA REPÚBLICA;MP;2014;PL;0.4280669857177587;0.0373660471163474;0.7630763429574546;0
2013;23;PPS;PARTIDO POPULAR SOCIALISTA;MP;2014;CID;-0.1958234095955667;0.0356485505513703;-0.17776928809164305;0
2013;25;DEM;DEMOCRATAS;MP;2014;DEM;0.8120336325464891;0.04237972664757179;1.281956006365571;0
2013;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;29;PCO;PARTIDO DA CAUSA OPERÁRIA;HL;2014;NA;-0.9363963220098848;0.04155967071834136;-1.344338890611676;1
2013;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;"AVERAGE PDT + PSB (12;40)";2014;NA;-0.3559373037389671;0.035090894833809554;-0.38934276606966456;1
2013;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;36;PTC;PARTIDO TRABALHISTA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MP;2014;PSB;-0.4016413265055591;0.03516891106474214;-0.4295675392101853;0
2013;43;PV;PARTIDO VERDE;MP;2014;PV;-0.20615279672106623;0.03528786998538832;-0.18384321936831208;0
2013;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2014;PSDB;0.2392117722514646;0.03671231391233639;0.4283509758404045;0
2013;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;MP;2014;PSOL;-0.9363963220098848;0.04155967071834136;-1.344338890611676;0
2013;51;PEN;PARTIDO ECOLÓGICO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;54;PPL;PARTIDO PÁTRIA LIVRE;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;MP;2014;PSD;0.3950756230759957;0.03743613792416622;0.6592248397231446;0
2013;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2014;PCDOB;-0.7139005517750573;0.03854006982699137;-0.9357662623202404;0
2013;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;"AVERAGE PTB + PL/PR (14;22)";2014;NA;0.3864160057085465;0.03684620410692456;0.6879254688590548;1
2013;77;SD;SOLIDARIEDADE;MP [2017];2014;SD;0.16896459901053287;0.06499797345247252;0.32852834397262826;0
2013;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;MP [2017];2014;PROS;0.04083392923990393;0.0630107858871277;0.35383329605901176;0
2017;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;MP;2016;REP;0.45377201806460327;0.03558023923877052;0.873371290575884;0
2017;11;PP;PARTIDO PROGRESSISTA;MP;2016;PP;0.6025008134631917;0.03772316524269;1.128231019476177;0
2017;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MP;2016;PDT;-0.3832960115902615;0.03446888070847345;-0.5051171630235249;0
2017;13;PT;PARTIDO DOS TRABALHADORES;MP;2016;PT;-0.6496187363858007;0.03666656314817428;-0.9479271079164908;0
2017;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MP;2016;PTB;0.22215932276432848;0.03345893758693741;0.4805799507234456;0
2017;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;MP;2016;MDB;0.4054584547291422;0.03540265958986873;0.7763452688992618;0
2017;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;HL;2016;NA;-0.8869085705725458;0.03983225650034831;-1.401982137776764;1
2017;17;PSL;PARTIDO SOCIAL LIBERAL;"AVERAGE PTB + PL/PR (14;22)";2016;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;18;REDE;REDE SUSTENTABILIDADE;MP;2016;REDE;-0.5373889391788617;0.03535088435196604;-0.7990697055382157;0
2017;19;PTN;PARTIDO TRABALHISTA NACIONAL;MP;2016;PODE;0.3015445127512885;0.06650365283221142;0.7451046032619714;0
2017;20;PSC;PARTIDO SOCIAL CRISTÃO;MP;2016;PSC;0.5639948185044908;0.03670704538983903;1.0481677091490489;0
2017;21;PCB;PARTIDO COMUNISTA BRASILEIRO;HL;2016;NA;-0.8869085705725458;0.03983225650034831;-1.401982137776764;1
2017;22;PR;PARTIDO DA REPÚBLICA;MP;2016;PL;0.4657860959796578;0.03600643554935576;0.890587300603221;0
2017;23;PPS;PARTIDO POPULAR SOCIALISTA;MP;2016;CID;-0.1093244393078109;0.03343495059605673;-0.0773753738777715;0
2017;25;DEM;DEMOCRATAS;MP;2016;DEM;0.7661840351636338;0.04028286528197731;1.4195576835967345;0
2017;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2016;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2016;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;29;PCO;PARTIDO DA CAUSA OPERÁRIA;HL;2016;NA;-0.8869085705725458;0.03983225650034831;-1.401982137776764;1
2017;30;NOVO;PARTIDO NOVO;HR;2016;NA;0.7661840351636338;0.04028286528197731;1.4195576835967345;1
2017;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;"AVERAGE PDT + PSB (12;40)";2016;NA;-0.2649451013092754;0.033651687961430726;-0.32787600867594074;1
2017;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2016;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;35;PMB;PARTIDO DA MULHER BRASILEIRA;"AVERAGE PTB + PL/PR (14;22)";2016;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;36;PTC;PARTIDO TRABALHISTA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2016;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MP;2016;PSB;-0.14659419102828933;0.032834495214388;-0.15063485432835652;0
2017;43;PV;PARTIDO VERDE;MP;2016;PV;-0.04698150108818051;0.03313477677512129;0.03459343907078414;0
2017;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;"AVERAGE PTB + PL/PR (14;22)";2016;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2016;PSDB;0.49856782905629526;0.03618702538522078;0.917245995951105;0
